id,name,county,state,countyFips,lat,lng,confidence,sourceDate,agencyType,address,city,subStation,jurisdictionId,jurisdictionName
agency-building-faribault-county-sheriff-320-dr-h-russ-street,Faribault County Sheriff,Faribault County,MN,27043,43.6550995915742,-94.0990576193415,confirmed,,Sheriff,320 Dr H Russ Street,BLUE EARTH,,,
agency-building-austin-city-police-201-1st-street-northeast,Austin City Police,Mower County,MN,27099,43.6677949999985,-92.9739516999968,confirmed,,Police,201 1ST STREET NORTHEAST,AUSTIN,,,
agency-building-mower-county-sheriff-201-1st-street-northeast,Mower County Sheriff,Mower County,MN,27099,43.6677894033477,-92.9739516004889,confirmed,,Sheriff,201 1ST STREET NORTHEAST,AUSTIN,,,
agency-building-rushford-police-405-south-elm-street,Rushford Police,Fillmore County,MN,27045,43.8065067599985,-91.7550189299969,confirmed,,Police,405 SOUTH ELM STREET,RUSHFORD,,,
agency-building-rice-county-sheriff-morristown-substation-109-2nd-st-sw,Rice County Sheriff — Morristown Substation,Rice County,MN,27131,44.2245923463459,-93.4463427482984,confirmed,,Sheriff,109 2nd St SW,MORRISTOWN,Morristown Substation,,
agency-building-rice-county-sheriff-50-east-view-dr,Rice County Sheriff,Rice County,MN,27131,44.3237190493127,-93.267685735687,confirmed,,Sheriff,50 EAST VIEW DR,FARIBAULT,,,
agency-building-lonsdale-police-1400-commerce-dr-se,Lonsdale Police,Rice County,MN,27131,44.4782504675802,-93.4114228143124,confirmed,,Police,1400 Commerce Dr SE,LONSDALE,,,
agency-building-leech-lake-tribal-police-duane-oothoudt-200-sailstar-drive-nw,Leech Lake Tribal Police — Duane Oothoudt,Cass County,MN,27021,47.3844533165908,-94.6009587760792,confirmed,,Police,200 Sailstar Drive NW,CASS LAKE,Duane Oothoudt,,
agency-building-fridley-police-7071-university-avenue-ne,Fridley Police,Anoka County,MN,27003,45.0959900790341,-93.2623415315814,confirmed,,Police,7071 University Avenue NE,FRIDLEY,,agency-jurisdiction-fridley-police,Fridley Police
agency-building-saint-francis-police-4058-st-francis-blvd-nw,Saint Francis Police,Anoka County,MN,27003,45.3811676545912,-93.3712366192468,confirmed,,Police,4058 St. Francis Blvd. NW,SAINT FRANCIS,,agency-jurisdiction-saint-francis-police,Saint Francis Police
agency-building-adrian-police-209-maine-ave-suite-106,Adrian Police,Nobles County,MN,27105,43.6345281199985,-95.9335429199968,confirmed,,Police,209 MAINE AVE. SUITE 106,ADRIAN,,,
agency-building-pine-county-sheriff-106-1st-st-se,Pine County Sheriff,Pine County,MN,27115,46.0143600478835,-92.941789810053,confirmed,,Sheriff,106 1st St SE,Hinckley,,,
agency-building-foley-police-katie-mcmillin-251-4th-ave-n,Foley Police — Katie Mcmillin,Benton County,MN,27009,45.6648721106652,-93.9119694539867,confirmed,,Police,251 4th Ave N,Foley,Katie Mcmillin,,
agency-building-sauk-rapids-police-250-summit-ave-n,Sauk Rapids Police,Benton County,MN,27009,45.5907103999984,-94.1668910999968,confirmed,,Police,250 Summit Ave N,SAUK RAPIDS,,,
agency-building-sartell-public-safety-adam-imholte-501-pinecone-rd-s,Sartell Public Safety — Adam Imholte,Stearns County,MN,27145,45.6116601437163,-94.2281188392981,confirmed,,Police,501 Pinecone Rd S,SARTELL,Adam Imholte,,
agency-building-rice-police-70-ne-2nd-ave,Rice Police,Benton County,MN,27009,45.7541018236855,-94.2180584945128,confirmed,,Police,70 NE 2ND AVE,RICE,,,
agency-building-winona-city-police-201-west-3rd-street,Winona City Police,Winona County,MN,27169,44.0530399499985,-91.6413612199969,confirmed,,Police,201 WEST 3RD STREET,WINONA,,,
agency-building-saint-charles-police-830-whitewater-avenue,Saint Charles Police,Winona County,MN,27169,43.9694197999985,-92.0652289999969,confirmed,,Police,830 WHITEWATER AVENUE,SAINT CHARLES,,,
agency-building-blue-earth-county-sheriff-substation-705-parkway-avenue,Blue Earth County Sheriff — Substation,Blue Earth County,MN,27013,44.1656442099985,-93.8891311999968,confirmed,,Sheriff,705 PARKWAY AVENUE,EAGLE LAKE,Substation,,
agency-building-blue-earth-county-sheriff-substation-401-carver-road,Blue Earth County Sheriff — Substation,Blue Earth County,MN,27013,44.1615384299985,-94.0090466199969,confirmed,,Sheriff,401 Carver Road,MANKATO,Substation,,
agency-building-lake-of-the-woods-county-sheriff-2106-8th-avenue-southeast-suit-300,Lake Of The Woods County Sheriff,Lake of the Woods County,MN,27077,48.7102147820798,-94.5837485772324,confirmed,,Sheriff,2106 8TH AVENUE SOUTHEAST Suit 300,BAUDETTE,,,
agency-building-big-lake-police-790-minnesota-ave,Big Lake Police,Sherburne County,MN,27141,45.3354096297805,-93.7327256397031,confirmed,,Police,790 Minnesota Ave,Big Lake,,agency-jurisdiction-big-lake-police,Big Lake Police
agency-building-bagley-police-121-main-ave-north,Bagley Police,Clearwater County,MN,27029,47.5237010035309,-95.3988650140347,confirmed,,Police,121 Main Ave North,BAGLEY,,,
agency-building-zimmerman-public-safety-sherburne-county-sheriff-s-office-sub-station-backup-dispatch-center-26750-5th-st-w,Zimmerman Public Safety — Sherburne County Sheriff'S Office Sub Station & Backup Dispatch Center,Sherburne County,MN,27141,45.4556416605858,-93.5963839262707,confirmed,,Police,26750 5th St W,Zimmerman,Sherburne County Sheriff'S Office Sub Station & Backup Dispatch Center,,
agency-building-lac-qui-parle-county-sheriff-911-8th-avenue,Lac Qui Parle County Sheriff,Lac qui Parle County,MN,27073,45.0183099950749,-96.1963709984889,confirmed,,Sheriff,911 8th Avenue,MADISON,,,
agency-building-chisholm-police-301-w-lake-st,Chisholm Police,St. Louis County,MN,27137,47.4858780633753,-92.868910696109,confirmed,,Police,301 W Lake St,Chisholm,,,
agency-building-virginia-police-327-1st-st-s-city-hall,Virginia Police,St. Louis County,MN,27137,47.5152747974326,-92.5320950387139,confirmed,,Police,"327 1st St S, City Hall",Virginia,,,
